Date,Open,High,Low,Close,Volume,SMA_10,SMA_20,SMA_50,SMA_200,EMA_9,EMA_21,EMA_55,MACD,MACD_Signal,MACD_Hist,RSI_14,RSI_7,ROC,MOM,CCI,WILLR,MFI,STOCH_K,STOCH_D,BB_Upper,BB_Lower,BB_Middle,BB_Width,ATR,OBV,VWAP,Return_1d,Return_5d,Return_20d,sentiment_mean,sentiment_std,sentiment_max,sentiment_min,sentiment_norm,num_articles
2022-01-31 00:00:00+05:30,3331.219793409168,3339.2168534626967,3306.6953891380213,3319.890625,2739393,3393.170190429688,3414.9814453125,3278.4804101562504,3078.7239428710936,3351.919356736765,3365.903568820417,3303.73286352492,6.688907544027643,36.763395733896,-30.07448818986836,46.5853382847869,41.30929071616628,-5.678573184936702,-199.872314453125,355.7368744059049,-72.9435757456542,37.76761611134684,16.2484117298787,13.031931801003712,3250.6477586076408,3579.3151320173592,9.624279916977487,3414.9814453125,74.2846143556588,37942206.0,3321.934289200239,0.0125202874165784,-0.0253685094822551,0.0011944442256097,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-01 00:00:00+05:30,3349.879425432354,3383.644788341221,3320.02364934981,3377.11376953125,2105169,3374.38154296875,3414.5192504882816,3284.6704199218752,3081.9660168457026,3356.958239295662,3366.9226779759474,3306.353610168003,7.2251345609629425,30.8557434993094,-23.63060893834645,51.86027139767484,51.636545378424366,-5.270307482255634,-187.886474609375,442.6978633463168,-57.26722006447422,41.67637074838799,28.533126178030543,19.02651377764401,3249.795059678452,3579.243441298112,9.648455827933876,3414.5192504882816,73.53243928319897,40047375.0,3360.26073574076,0.0172364547495447,0.0077688932743951,-0.0027297460564026,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-02 00:00:00+05:30,3401.3267935830777,3433.4039723342744,3377.1134762316,3426.47314453125,1984212,3363.061206054688,3413.553540039062,3291.743842773438,3084.949857177734,3370.86122034278,3372.336356753702,3310.6435935381187,11.500417727382684,26.984678344924053,-15.48426061754137,55.905333152615015,58.91221514146231,-3.198127532371419,-113.203369140625,428.062371384201,-43.74515438564425,46.63829010322462,42.01468326807577,28.932073725328337,3249.375632805088,3577.731447273037,9.61917868334333,3413.553540039062,72.3008719131615,42031587.0,3412.330197699042,0.0146158460651597,0.0228917648914321,-0.0056051656712563,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-03 00:00:00+05:30,3421.8529744416446,3449.842683269199,3390.79776946266,3398.39501953125,1960538,3355.059765625,3412.2394775390626,3298.627358398437,3087.897923583984,3376.3679801804747,3374.705326097115,3313.777573037873,12.47908923694331,24.083560523327904,-11.604471286384594,53.16843563512848,53.56439146582062,-2.300315878537841,-80.014404296875,315.6817147690836,-51.43719364644117,41.02115524405334,49.18347730114678,39.91042891575103,3248.01571476063,3576.463240317495,9.625570764269575,3412.2394775390626,71.35401776268847,40071049.0,3413.011824087703,-0.0081944681354977,0.0480509509713076,-0.00767408301737,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-04 00:00:00+05:30,3390.13143394976,3398.4838319273167,3348.990960352186,3389.77587890625,2307366,3354.024633789063,3412.8672119140624,3305.2923779296875,3090.9494750976555,3379.04955992563,3376.075376352492,3316.4917982474585,12.416076048002196,21.750063628262765,-9.333987580260567,52.32166191191027,51.87785253689295,-0.3044391506205858,-10.351318359375,47.68470181577232,-53.79841855308396,34.37375644499663,50.3397444716102,47.179301680277575,3249.1117381566446,3576.62268567148,9.596357759584656,3412.8672119140624,69.79250732072006,37763683.0,3379.083557061918,-0.0025362385995342,0.0338343141012185,0.0037174608319843,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-07 00:00:00+05:30,3368.539455877154,3404.792838699432,3337.572975002385,3357.876708984375,1919149,3349.1819580078127,3409.857653808594,3311.302553710937,3093.917349853515,3374.814989737379,3374.4209520462987,3317.969830773777,9.680549868619435,19.3361608763341,-9.655611007714665,49.19869642254041,45.66909367560321,-1.4216806659929866,-48.4267578125,-634.953048303234,-62.41852077636258,27.352127837939857,44.11528900803744,47.87950359359813,3244.302083943808,3575.41322367338,9.710409446556858,3409.857653808594,69.60874706188625,35844534.0,3366.7475075620646,-0.0094104067824589,0.0114419685089399,-0.0176097036043098,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-08 00:00:00+05:30,3369.0282613170925,3376.2699569216525,3306.3401508402926,3326.288330078125,2946443,3346.70283203125,3404.100024414063,3315.70259765625,3096.840466308593,3365.1096578055285,3370.045259140101,3318.266920034647,4.90714101340609,16.4503569037485,-11.54321589034241,46.25446491309944,40.12161148082277,-0.7397991930946927,-24.791259765625,-1664.3875684279674,-69.41064163582875,27.10245730274465,38.124139678241576,44.193057719296405,3235.193700169359,3573.0063486587665,9.923699246985375,3404.100024414063,69.63167984899151,32898091.0,3336.299479280024,-0.0094072479855296,-0.0150499636440082,-0.0334605738222557,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-09 00:00:00+05:30,3332.1080478469007,3356.9433164433626,3328.642742250787,3341.482421875,1638721,3345.872021484375,3397.503283691406,3319.9248681640624,3099.880427246093,3360.384210619423,3367.448637570546,3319.096045100374,2.3234332386914502,13.62497217073709,-11.30153893204564,47.8704394556744,43.9428054200929,-0.2480186567169618,-8.30810546875,-2767.188653753321,-54.06917650443516,31.991473086477534,38.03388702779117,40.0911052380234,3229.693777798072,3565.3127895847406,9.878401395451103,3397.503283691406,66.84763031443767,34536812.0,3342.3561601897163,0.0045678817616265,-0.024804140896857,-0.0379841537818238,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-10 00:00:00+05:30,3367.473411128061,3367.473411128061,3339.217086910007,3350.19091796875,2112459,3356.632543945312,3393.8255859375,3323.4582666015626,3103.002172851561,3358.3455520892885,3365.879753970383,3320.2065762742445,0.9673777390439682,11.093453284398466,-10.126075545354498,48.82026373363964,46.236986962390375,3.31850056668492,107.605224609375,-3568.173997438269,-43.57015003928182,41.04544318548736,44.31667727348476,40.15823465983917,3225.2154947761856,3562.4356770988143,9.936284991188668,3393.8255859375,64.09110845041027,36649271.0,3352.293805335606,0.0026061774369183,-0.0141843727069577,-0.0214834801673372,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
2022-02-11 00:00:00+05:30,3334.329669302253,3334.329669302253,3278.794531572369,3283.19287109375,3851488,3357.06796875,3385.1126953125,3324.49681640625,3105.651791992186,3343.315015890181,3358.3627646179616,3318.8846582320843,-5.450656693603378,7.7846312887980975,-13.235287982401475,42.416981729321705,33.81540758451831,0.1327984859111119,4.354248046875,-3367.860813928561,-72.86330852856184,40.36862993494861,43.1657883092404,41.83878420350544,3212.386792109068,3557.838598515932,10.205031190991788,3385.1126953125,64.6129140179796,32797783.0,3298.772357322791,-0.0199982772670226,-0.0314424940232007,-0.0504006646651203,-0.01718265376985073,0.6097050309181213,1.654502034187317,-1.9001892805099487,16.903350830078125,5
